番号,店名,町名,住所,au PAY,d払い,PayPay,楽天ペイ,ジャンル
3946,フレックス販売株式会社,日本橋小伝馬町,中央区日本橋小伝馬町１６－１４,,,,,ショッピング
3947,Jack37Burger,日本橋小伝馬町,中央区日本橋小伝馬町１６－１６,,,●,,グルメ
3948,寿司富,日本橋小伝馬町,中央区日本橋小伝馬町１６－１７,,,,●,グルメ
3949,鳥舟,日本橋小伝馬町,中央区日本橋小伝馬町１６－２０小西ビル１Ｆ,,●,●,,グルメ
3950,伊桜里ホテル日本橋,日本橋小伝馬町,中央区日本橋小伝馬町１６－６伊桜里ホテル日本橋,,,●,,ホテル・旅館
3951,浅草グリルバーグ・デリ小伝馬町店,日本橋小伝馬町,中央区日本橋小伝馬町１６－６香取ビル１F,,,●,,ショッピング
3952,ｓｔｕｄｉｏ　ＳＥＡ,日本橋小伝馬町,中央区日本橋小伝馬町１６－７ＳＴビル２Ｆ,●,,,●,エンタメ
3953,アイアイエーギャラリー,日本橋小伝馬町,中央区日本橋小伝馬町１７－５　７ビル１F,●,●,●,●,ショッピング
3954,ｉｉａｇａｌｌｅｒｙ,日本橋小伝馬町,中央区日本橋小伝馬町１７－５　７ビル１Ｆ,,,,●,その他
3955,有機の陽日本橋小伝馬町店,日本橋小伝馬町,中央区日本橋小伝馬町１７－６　１Ｆ,,,●,,ショッピング
3956,ＮｉＨ,日本橋小伝馬町,中央区日本橋小伝馬町１７－６　１F,,,,●,ファッション
3957,仕事びと工房,日本橋小伝馬町,中央区日本橋小伝馬町１７－６シエスタ日本橋１０１,,,,●,ファッション
3958,ルーニィ・247ファインアーツ,日本橋小伝馬町,中央区日本橋小伝馬町１７－９さとうビルＢ館４F,,,●,,ショッピング
3959,Craft dip 3nowa,日本橋小伝馬町,中央区日本橋小伝馬町２－５メトロシティ小伝馬町２０２,●,●,●,●,グルメ
3960,bang bang bangkok 小伝馬町駅前店,日本橋小伝馬町,中央区日本橋小伝馬町３－７志賀ビル２Ｆ,●,●,●,●,その他
3961,フレッシュネスバーガー小伝馬町,日本橋小伝馬町,中央区日本橋小伝馬町３－９１　２F,●,,●,●,グルメ
3962,小石川整骨院　小伝馬町院,日本橋小伝馬町,中央区日本橋小伝馬町４－１１サンコ－ビル,,,●,,その他
3963,シューズメイト　小伝馬町店,日本橋小伝馬町,中央区日本橋小伝馬町４－１１サンコ－ビル１Ｆ,●,,,●,ファッション
3964,オフィネット・ドットコム,日本橋小伝馬町,中央区日本橋小伝馬町４－２第２３中央ビル,,,,●,ショッピング
3965,TI歯科医院,日本橋小伝馬町,中央区日本橋小伝馬町４－３サンコ－・フジスタ－共同ビル４F Ｂ室,●,,●,,病院・クリニック
3966,美味軒,日本橋小伝馬町,中央区日本橋小伝馬町７−１２,●,●,●,●,グルメ
3967,鉄板焼 ミキスケ,日本橋小伝馬町,中央区日本橋小伝馬町７−１２ＣｅｎｔｒａｌＢｕｉｌｄｉｎｇ,,,●,●,グルメ
3968,入江電気商会,日本橋小伝馬町,中央区日本橋小伝馬町８－２,●,,●,●,ショッピング
3969,丼丸　凛　小伝馬町店,日本橋小伝馬町,中央区日本橋小伝馬町８－２新井ビル１Ｆ,●,●,●,,グルメ
3970,Ｐｉｎｏｔ,日本橋小伝馬町,中央区日本橋小伝馬町８－２新井ビル１Ｆ,●,,,●,グルメ
3971,トミーバイクP日本橋小伝馬町,日本橋小伝馬町,中央区日本橋小伝馬町９－３,,,●,,その他
3972,天豊,日本橋小舟町,中央区日本橋小舟町１０－５,,,,●,グルメ
3973,GROWLA,日本橋小舟町,中央区日本橋小舟町１１－１０ＫＳビル２Ｆ,,,●,,美容院・サロン
3974,おにく花柳,日本橋小舟町,中央区日本橋小舟町１１－１１Ｋ１ビル１F,,●,,●,グルメ
3975,ビストロ ラ プッペ,日本橋小舟町,中央区日本橋小舟町１１－１１Ｋ１ビル２Ｆ,,,●,,グルメ
3976,カーホッブKAHOB,日本橋小舟町,中央区日本橋小舟町１１－１１Ｋ１ビル３Ｆ,,,●,,その他
3977,東横ＩＮＮ日本橋三越前Ａ４,日本橋小舟町,中央区日本橋小舟町１１-１２,,●,,,その他
3978,アプラ東京ショールーム,日本橋小舟町,中央区日本橋小舟町１１－１３日本橋ＮＹビル６Ｆ,,,●,,ショッピング
3979,小舟町かめ,日本橋小舟町,中央区日本橋小舟町１１－１５,●,,●,●,グルメ
3980,日本橋 舟寿し,日本橋小舟町,中央区日本橋小舟町１１－２,,,●,,グルメ
3981,鰻 高嶋家,日本橋小舟町,中央区日本橋小舟町１１－５,,,●,,グルメ
3982,灯り家 日本橋店日本橋,日本橋小舟町,中央区日本橋小舟町１１－７ダイセンビル１F,●,●,●,,グルメ
3983,トミーバイクP日本橋小舟町,日本橋小舟町,中央区日本橋小舟町１２－１０,,,●,,その他
3984,酒場ダイナー　プチバトー,日本橋小舟町,中央区日本橋小舟町１２－７日本橋ＭＭビルＢ１Ｆ,●,●,●,,グルメ
3985,日本橋スマートクリニック,日本橋小舟町,中央区日本橋小舟町１－３・ＣＡＳＴＥＬＬＩＮＯ・Ｏ．Ｔ．・ＮＩＨＯＮＢＡＳＨＩ・７F,,,,●,病院・クリニック
3986,日本酒の魚枡人形町,日本橋小舟町,中央区日本橋小舟町１４－１０中町ビル１F,●,,●,●,グルメ
3987,BROTHERS COFFEE,日本橋小舟町,中央区日本橋小舟町１４－１２,,,●,,グルメ
3988,Parklet Bakery,日本橋小舟町,中央区日本橋小舟町１４－７,,,●,,グルメ
3989,中華料理興興飯店,日本橋小舟町,中央区日本橋小舟町１５−４,,,●,,グルメ
3990,みさき,日本橋小舟町,中央区日本橋小舟町１５－４パレ・ド－ル日本橋Ⅱ－１０２,,,●,,グルメ
3991,來來飯店,日本橋小舟町,中央区日本橋小舟町１－９江戸橋ロ－タリ－ビル１F,,,●,,グルメ
3992,着物クルー,日本橋小舟町,中央区日本橋小舟町２－９カ－サ日本橋６F,,,,●,ファッション
3993,京都鴨そば専門店　浹,日本橋小舟町,中央区日本橋小舟町４－１０西村ビル１F,,,●,,グルメ
3994,お米屋の弁当　俵屋日本橋小舟町店,日本橋小舟町,中央区日本橋小舟町４－５,,,●,,ショッピング
3995,TOKYO GUEST 日本橋,日本橋小舟町,中央区日本橋小舟町４－９マルコウ日本橋三越前ビル３F４F５F,,,●,,ホテル・旅館
3996,肉×農家野菜フレンチバル サニーズテーブル,日本橋小舟町,中央区日本橋小舟町６－１３日本橋小舟町ビル１F,●,●,●,,グルメ
3997,LUXE  BURGERS,日本橋小舟町,中央区日本橋小舟町６－１３日本橋小舟町ビル１F,●,●,●,,グルメ
3998,日本橋逢坂,日本橋小舟町,中央区日本橋小舟町６－１６,●,●,●,,グルメ
3999,Ｂｕｌｌｙ’ｓ小舟町,日本橋小舟町,中央区日本橋小舟町６－１６グリ－ンビルＢ１Ｆ,,,,●,グルメ
4000,浮ヶ谷　崇江,日本橋小舟町,中央区日本橋小舟町６－１６グリ－ンビルＢ１Ｆ,,●,,,グルメ
4001,Nobles Oblige,日本橋小舟町,中央区日本橋小舟町６－１６日本橋グリ－ンビル５F,,,●,,グルメ
4002,ELLEJOUR,日本橋小舟町,中央区日本橋小舟町６－４,,,●,,その他
4003,COTON小舟町,日本橋小舟町,中央区日本橋小舟町７－１３,,,●,,美容院・サロン
4004,ｇａｌｅｒｉｅＨ,日本橋小舟町,中央区日本橋小舟町７－１３東海日本橋ハイツ２F,●,●,,,その他
4005,ナチュエル クリスタル ショップ,日本橋小舟町,中央区日本橋小舟町７－１カツラビル１F,,,●,,ショッピング
4006,加圧トレーニング・整体  THIDAーNIHONBASHIー,日本橋小舟町,中央区日本橋小舟町７－１カツラビルＢ１Ｆ,,,●,,その他
4007,THIDA-NIHONBASHI-,日本橋小舟町,中央区日本橋小舟町７－１カツラビルＢ１Ｆ,,,●,●,エンタメ
4008,着物リメイク Kanako Designs,日本橋小舟町,中央区日本橋小舟町７－２小舟町２４３ビル１F,,,●,,ショッピング
4009,二宮歯科医院,日本橋小舟町,中央区日本橋小舟町８－１４日本橋三越前アムフラット壱番館１Ｆ,●,●,,,病院・クリニック
4010,FLAVORWORKSH1O小舟町　お弁当,日本橋小舟町,中央区日本橋小舟町８－６Ｈ１Ｏビル,,,●,,ショッピング
4011,はとり東京営業所,日本橋小舟町,中央区日本橋小舟町９－１０－６０１,,,●,,ショッピング
4012,住庄ほてる割烹すみしょう,日本橋小舟町,中央区日本橋小舟町９－１４住庄ほてる,●,●,●,●,グルメ
4013,カレントシステム東京中央,日本橋小舟町,中央区日本橋小舟町９－１５桜井ビル１F,,,,●,その他
4014,PR現代,日本橋小舟町,中央区日本橋小舟町９－４イト－ピア日本橋小舟町ビル,,,●,,その他
4015,日本橋ブルワリー人形町店,日本橋富沢町,中央区日本橋富沢町１０－１３＆ｗｏｒｋＮｉｈｏｎｂａｓｈｉ１Ｆ,●,●,●,,グルメ
4016,ニホンバシブリュワリー,日本橋富沢町,中央区日本橋富沢町１０－１３＆ＷＯＲＫＮＩＨＯＮＢＡＳＨＩビル１F,●,,,●,グルメ
4017,ラ　ブーシュリー　グートン,日本橋富沢町,中央区日本橋富沢町１０－１５勢州屋本店ビル１Ｆ,,,●,,グルメ
4018,炭火焼　登じま,日本橋富沢町,中央区日本橋富沢町１０－１６日本橋Ｋ・Ｋビル１F,●,●,●,●,グルメ
4019,Motion ComposerTRANCS,日本橋富沢町,中央区日本橋富沢町１０－１９エクメ－ネ日本橋８０６,,,●,,その他
4020,Ａｌｐｅ　Ｍａｎｅｇｒａ,日本橋富沢町,中央区日本橋富沢町１１－１５月村マンション２９ー１Ｆ,,,,●,グルメ
4021,Libra,日本橋富沢町,中央区日本橋富沢町１１−１５月村マンションＮｏ．２９ー１F,●,,●,●,グルメ
4022,ホテル東横INN日本橋税務署前,日本橋富沢町,中央区日本橋富沢町１１－５,,●,,,ホテル・旅館
4023,おむすびとせかいのごはん1号店,日本橋富沢町,中央区日本橋富沢町１１－５ＳＯＨＯ３０ １Ｆ,,●,●,,グルメ
4024,Culture Generation Japan,日本橋富沢町,中央区日本橋富沢町１１－６英守東京ビル６F,,,●,,ショッピング
4025,新嘉坡麺飯店,日本橋富沢町,中央区日本橋富沢町１５－６エマ－レ日本橋富沢町１０１,●,●,●,,グルメ
4026,BAR  OLDPAL,日本橋富沢町,中央区日本橋富沢町１５－６レオナ－ル日本橋富沢町１０２,,,●,,グルメ
4027,カアツトレーニングスタジオB-holic東日本橋店,日本橋富沢町,中央区日本橋富沢町１５－６レオナ－ル日本橋富沢町２０１,,,●,,エンタメ
4028,ストリートワイズ,日本橋富沢町,中央区日本橋富沢町１６－５,,●,●,,ショッピング
4029,人形町 雄,日本橋富沢町,中央区日本橋富沢町１６－５ＳＧビル１Ｆ,,,●,,グルメ
4030,ＳＡＮパーク日本橋富沢町１,日本橋富沢町,中央区日本橋富沢町１６－７,●,●,,,その他
4031,パーラー305,日本橋富沢町,中央区日本橋富沢町２－１,,,●,,グルメ
4032,日本橋 山喜多,日本橋富沢町,中央区日本橋富沢町２－１,,,●,,グルメ
4033,ＢＵＢＵ,日本橋富沢町,中央区日本橋富沢町２－１瀧ビル１F,,,,●,ショッピング
4034,ＵＮＩＯＮ　ＳＡＮＤ　ＹＡＲＤ,日本橋富沢町,中央区日本橋富沢町２－５ＳＵビル１F,●,,,●,グルメ
4035,シートランクルーム人形町店,日本橋富沢町,中央区日本橋富沢町３－１８サンウォ－ルビル２F,,,●,,その他
4036,BONE private 施療院,日本橋富沢町,中央区日本橋富沢町３－１プラウド人形町１２０６,●,,●,●,その他
4037,爪切り屋足楽人形町店,日本橋富沢町,中央区日本橋富沢町３－６安川ビル２Ｆ,,,●,,その他
4038,ヘアーサロン・キング,日本橋富沢町,中央区日本橋富沢町４－１,,●,●,,美容院・サロン
4039,パーソナルトレーニングplus,日本橋富沢町,中央区日本橋富沢町４－１２ＨＴＴ人形町ビル２F,,,●,,エンタメ
4040,はりきゅう整体院ハリフル,日本橋富沢町,中央区日本橋富沢町４－１ミズホビル１Ｆ,●,,,●,美容院・サロン
4041,まちのてらこや保育園,日本橋富沢町,中央区日本橋富沢町４－１ミズホビル１Ｆ・２Ｆ,●,,,●,その他
4042,ｌａｉｄ－ｂａｃｋ,日本橋富沢町,中央区日本橋富沢町４－２蘭ビル１Ｆ,●,,,●,グルメ
4043,ラファリーナ,日本橋富沢町,中央区日本橋富沢町５－１０月村マンションｎｏ２８・１０１,,,,●,グルメ
4044,日本橋帯座,日本橋富沢町,中央区日本橋富沢町５－３,●,,,●,ファッション
4045,日本橋きもの倶楽部,日本橋富沢町,中央区日本橋富沢町５－３文株式会社東京店内,,,,●,ファッション
4046,アートナプア,日本橋富沢町,中央区日本橋富沢町５－５エクセルシオ－ル日本橋１００１室,●,,●,,美容院・サロン
4047,あきこ歯科クリニック,日本橋富沢町,中央区日本橋富沢町６－２日本橋遠綿ビル１０２,,●,,,病院・クリニック
4048,FARMERS CAFE TOKYO　 農mers Café内店,日本橋富沢町,中央区日本橋富沢町７－１－１Ｆザ・パ－クレックス人形町,,,●,,グルメ
4049,キッズナ企画キッズナオフィス,日本橋富沢町,中央区日本橋富沢町７−９ ６F,,,●,,その他
4050,株式会社榮伸,日本橋富沢町,中央区日本橋富沢町８－６ユニゾ日本橋富沢町ビル４Ｆ,●,,,●,ファッション
4051,西川産業,日本橋富沢町,中央区日本橋富沢町８－８,,,,●,ショッピング
4052,しごと市場,日本橋中州,中央区日本橋中洲１－９パシフィック浜町１０８,●,,,●,ショッピング
4053,エスペリアイン日本橋箱崎,日本橋中州,中央区日本橋中洲４－９,,,●,,ホテル・旅館
4054,ｃｌｕｓｉａｎａ,日本橋中州,中央区日本橋中洲８－１－８０１,●,●,,,ファッション
4055,Ｈｏｋｕ　ｌｅｌｅ,日本橋中州,中央区日本橋中洲９－４－３０６,●,,,,美容院・サロン
4056,菊水軒,日本橋人形町,中央区日本橋人形町１－１０－１,,,●,,グルメ
4057,Osteria BubbinoOsteriaBubbino,日本橋人形町,中央区日本橋人形町１－１０－３スクエア－ドコ－ト日本橋人形町１F,,,●,,グルメ
4058,カフェ花梨.,日本橋人形町,中央区日本橋人形町１－１０－４,,,●,,グルメ
4059,温,日本橋人形町,中央区日本橋人形町１－１０－５,,,●,,グルメ
4060,鍼灸・整体 人形町いとう治療院,日本橋人形町,中央区日本橋人形町１－１０－５富士ビル２Ｆ,,,●,,病院・クリニック
4061,ティーハウス茶韻館,日本橋人形町,中央区日本橋人形町１－１０－６日本橋ＳＤビル１Ｆ,,,●,,グルメ
4062,クレアーズ日本,日本橋人形町,中央区日本橋人形町１－１－１１,,,,●,ショッピング
4063,Salon de beaute Ramie,日本橋人形町,中央区日本橋人形町１－１１－１１,,,●,,美容院・サロン
4064,Ｂａｒ＆Ｆｏｏｄ石,日本橋人形町,中央区日本橋人形町１－１１－１１宮崎ビル１Ｆ,●,●,●,,グルメ
4065,きもの辻,日本橋人形町,中央区日本橋人形町１－１１－１１深作ビル１F,,,,●,ファッション
4066,居酒屋　おか吉　人形町一丁目店,日本橋人形町,中央区日本橋人形町１－１１－１２リガ－レ日本橋人形町アネックス１Ｆ,●,,●,●,グルメ
4067,珈琲大使館　人形町店,日本橋人形町,中央区日本橋人形町１－１１－１２リガ－レ日本橋人形町アネックス１Ｆ－Ｂ１０１,●,●,●,●,グルメ
4068,フラワーショップ・ラスル,日本橋人形町,中央区日本橋人形町１－１－１３,●,●,,,その他
4069,BAR nuit,日本橋人形町,中央区日本橋人形町１－１１－６ＲＥＢ人形町ビル６F,,,●,,グルメ
4070,日本橋玉ゐ人形町店,日本橋人形町,中央区日本橋人形町１－１１－８,,,●,,グルメ
4071,ＢｏｄｙＳｉｇｎ,日本橋人形町,中央区日本橋人形町１－１１－９レイニアビル２Ｆ,●,,,●,美容院・サロン
4072,人形町うなぎ喜久川,日本橋人形町,中央区日本橋人形町１－１２－１１－１０４,,,●,,グルメ
4073,木津塾東京校校舎第1,日本橋人形町,中央区日本橋人形町１－１２－１１アネックスビル３Ｆ,,,●,,その他
4074,鮨芳,日本橋人形町,中央区日本橋人形町１－１２－１１リガ－レ日本橋人形町１０２,,,●,,グルメ
4075,生活道具屋 SUROU n.n.,日本橋人形町,中央区日本橋人形町１－１２－１１リガ－レ日本橋人形町１０９,●,,●,●,ショッピング
4076,ＷＡＧＹＵ　ＢＡＲ　顔晴,日本橋人形町,中央区日本橋人形町１－１２－１１リガ－レ日本橋人形町Ａ－１０６,,,,●,グルメ
4077,GarlicGarlic,日本橋人形町,中央区日本橋人形町１－１２－１１リガ－レ日本橋人形町Ａ－１１０,,●,●,●,グルメ
4078,BAR鶴亀,日本橋人形町,中央区日本橋人形町１－１２－１１リガ－レ日本橋人形町Ａ１１１,,,●,,グルメ
4079,人形町GRATO,日本橋人形町,中央区日本橋人形町１－１－２１ヤマジョウビル１Ｆ２Ｆ,●,●,●,●,グルメ
4080,サンドイッチの店 蔵,日本橋人形町,中央区日本橋人形町１－１－２１人形町ビル１F,●,,●,,グルメ
4081,みづほ鍼灸整骨院,日本橋人形町,中央区日本橋人形町１－１－２２グランピアビル１F,●,●,●,●,病院・クリニック
4082,リトローボ,日本橋人形町,中央区日本橋人形町１－１３－９　１F,,,●,,グルメ
4083,株式会社cuddle,日本橋人形町,中央区日本橋人形町１－１３－９－１１０５,●,,●,●,その他
4084,立花屋,日本橋人形町,中央区日本橋人形町１－１４－６,●,●,●,,ショッピング
4085,太洋,日本橋人形町,中央区日本橋人形町１－１４－９,,,●,,ショッピング
4086,相撲茶屋　盛風力,日本橋人形町,中央区日本橋人形町１－１５－１,,●,●,,グルメ
4087,居酒屋 たき,日本橋人形町,中央区日本橋人形町１－１５－２,●,●,●,●,グルメ
4088,小山酒店,日本橋人形町,中央区日本橋人形町１－１５－４,●,●,●,,ショッピング
4089,もつ焼き 豚一,日本橋人形町,中央区日本橋人形町１－１５－６　１Ｆ共同ビル,,,●,,グルメ
4090,ボディケア人形町,日本橋人形町,中央区日本橋人形町１－１５－８人形町たつみビル２Ｆ,,●,,,ショッピング
4091,ゆずり葉歯科,日本橋人形町,中央区日本橋人形町１－１６－１,,●,●,,病院・クリニック
4092,播鳥人形町店,日本橋人形町,中央区日本橋人形町１－１６－１０,●,,,●,グルメ
4093,わらいどり,日本橋人形町,中央区日本橋人形町１－１６－１２　２F,●,,,●,グルメ
4094,LUNCH NETランチネット人形町,日本橋人形町,中央区日本橋人形町１－１６－２,,,●,,グルメ
4095,鴨屋ＳＵＮ,日本橋人形町,中央区日本橋人形町１－１６－２　１Ｆ,●,,●,●,グルメ
4096,大阪お好み焼　英人形町店,日本橋人形町,中央区日本橋人形町１－１６－２西村ビル,,●,,●,グルメ
4097,串屋横丁　人形町一丁目店,日本橋人形町,中央区日本橋人形町１－１６－５,,●,●,,グルメ
4098,須賀屋果実店,日本橋人形町,中央区日本橋人形町１−１６−６,,,●,,ショッピング
4099,彩旬,日本橋人形町,中央区日本橋人形町１－１６－８,,,●,,グルメ
4100,カットハウススペース,日本橋人形町,中央区日本橋人形町１－１６－８,,,●,,美容院・サロン
4101,ｃｕｔ　ｈｏｕｓｅ　ＳＰＡＣＥ,日本橋人形町,中央区日本橋人形町１－１６－８つるやビル１Ｆ,●,,,●,美容院・サロン
4102,ほぐし屋らーく人形町店,日本橋人形町,中央区日本橋人形町１－１６－８誠文堂ビル２Ｆ,,,●,,美容院・サロン
4103,なの葉,日本橋人形町,中央区日本橋人形町１－１６－８日本橋つるやビル３F,●,,,●,ファッション
4104,パリス刺繍,日本橋人形町,中央区日本橋人形町１－１－６松和人形ビル１Ｆ,,,●,,ショッピング
4105,Boeuf 彩,日本橋人形町,中央区日本橋人形町１－１－６松和人形町ビルＢ１,,,●,,グルメ
4106,DiningBarいち,日本橋人形町,中央区日本橋人形町１－１７－２タマヒデアネックスビルＢ１Ｆ,,,●,,グルメ
4107,カラオケパブ ビッグボイス,日本橋人形町,中央区日本橋人形町１－１７－８,,,●,,グルメ
4108,喫茶去 快生軒,日本橋人形町,中央区日本橋人形町１－１７－９,●,,●,●,グルメ
4109,北海道人形町店,日本橋人形町,中央区日本橋人形町１－１７安田生命ビル１Ｆ～３Ｆ,●,●,●,●,グルメ
4110,寅次郎人形町,日本橋人形町,中央区日本橋人形町１－１８－２　１Ｆ,,●,●,●,グルメ
4111,ご馳走居酒屋三船人形町店,日本橋人形町,中央区日本橋人形町１－１８－２　１Ｆ,,●,,●,グルメ
4112,よし梅人形町本店,日本橋人形町,中央区日本橋人形町１－１８－３,,,●,,グルメ
4113,Sushi TOCHINO-KI寿司　とちの木,日本橋人形町,中央区日本橋人形町１－１８－５,,,●,,グルメ
4114,酒と小料理  凛,日本橋人形町,中央区日本橋人形町１－１８－６岡野ビル２F,,,●,,グルメ
4115,Basement Bar,日本橋人形町,中央区日本橋人形町１－１８－６岡野ビルＢ１Ｆ,●,●,●,●,グルメ
4116,リサイクルショップ TATA,日本橋人形町,中央区日本橋人形町１－１８－８第２篠原ビル２F,,,●,,ショッピング
4117,バーンラック日本橋人形町店,日本橋人形町,中央区日本橋人形町１－１８－８第２篠原ビル３Ｆ,●,,,●,美容院・サロン
4118,きもの伝承会,日本橋人形町,中央区日本橋人形町１－１８－９ＡＴビル８Ｆ,,●,,,ショッピング
4119,江戸路　人形町店,日本橋人形町,中央区日本橋人形町１－１９－２,,●,,,グルメ
4120,ワンチャン　タイ　レストラン,日本橋人形町,中央区日本橋人形町１－１９－３,,,●,,グルメ
4121,江戸　もんjya,日本橋人形町,中央区日本橋人形町１－１９－３　２Ｆ,,,●,,グルメ
4122,Goo-it！人形町店,日本橋人形町,中央区日本橋人形町１－１９－３昭和ワニスビル４Ｆ,,,●,,その他
4123,すしの江戸久,日本橋人形町,中央区日本橋人形町１－１９－４,,,●,●,グルメ
4124,人形町鍼灸整骨院,日本橋人形町,中央区日本橋人形町１-１９-６-３０２,,,,●,病院・クリニック
4125,オリミネベーカーズ人形町店,日本橋人形町,中央区日本橋人形町１－１９－６中島牧野ビル,,,●,,ショッピング
4126,つつじが丘整骨院人形町鍼灸整骨院マッサージ院,日本橋人形町,中央区日本橋人形町１－１９－６中島牧野ビル３F,,,●,,病院・クリニック
4127,ホテルリブマックス日本橋人形町,日本橋人形町,中央区日本橋人形町１-１９-９,●,,,●,その他
4128,黎明,日本橋人形町,中央区日本橋人形町１－２－１３日本橋ＤＯＬＬ１－１F,●,●,●,●,ドラッグストア・薬局
4129,"FAITH Fitness,Kickboxing&Muay Thai",日本橋人形町,中央区日本橋人形町１－２－３カスタリア人形町ⅢＢ１Ｆ,,,●,,その他
4130,ＦＡＩＴＨ,日本橋人形町,中央区日本橋人形町１－２－３カスタリア人形町ⅢＢ１Ｆ,●,●,,●,美容院・サロン
4131,オゼキ東京ショールーム,日本橋人形町,中央区日本橋人形町１－２－６,,,●,,ショッピング
4132,神八酒場　人形町店,日本橋人形町,中央区日本橋人形町１２－６－１１五十番ビル１階,,●,,,グルメ
4133,一の屋・人形町バル,日本橋人形町,中央区日本橋人形町１－２－７人形町サンシティビル１F,,,●,,グルメ
4134,酒菜家いかだ,日本橋人形町,中央区日本橋人形町１－３－６共同ビルＢ１Ｆ,,,,●,グルメ
4135,Ｍ・Ｒ・Ｓ由丸 人形町店,日本橋人形町,中央区日本橋人形町１－４－１０,●,●,●,,グルメ
4136,りらくる人形町店,日本橋人形町,中央区日本橋人形町１－４－１０人形町センタ－ビル２Ｆ,●,●,●,●,その他
4137,日本橋ＭＩＴＳＵ,日本橋人形町,中央区日本橋人形町１－４－１３　２Ｆ,,,,●,グルメ
4138,小皿イタリアン　バロンドール,日本橋人形町,中央区日本橋人形町１－４－１３シゲモトビル１Ｆ,,,,●,グルメ
4139,牛たん大好き焼肉はっぴぃ人形町,日本橋人形町,中央区日本橋人形町１－４－１３重本ビル１Ｆ,,,,●,グルメ
4140,けむり人形町,日本橋人形町,中央区日本橋人形町１－４－１４,,,●,,グルメ
4141,アピスファーマシーTMテトラ薬局人形町1丁目店,日本橋人形町,中央区日本橋人形町１－４－１４,,,●,,ドラッグストア・薬局
4142,大橋印房,日本橋人形町,中央区日本橋人形町１－４－５,,,●,,ショッピング
4143,ピーナッツ食堂人形町,日本橋人形町,中央区日本橋人形町１－４－６,,,●,,グルメ
4144,創作鉄板 粉者牛師,日本橋人形町,中央区日本橋人形町１－４－６藤和ビル１Ｆ,,●,●,,グルメ
4145,NIHONBASHI CAFEST,日本橋人形町,中央区日本橋人形町１－５－１０,,●,●,,グルメ
4146,いわ瀬,日本橋人形町,中央区日本橋人形町１－５－１０,●,●,,●,グルメ
4147,魚と酒 はなたれ人形町店,日本橋人形町,中央区日本橋人形町１－５－１６,,●,●,●,グルメ
4148,酒＋旬彩アトリエＮＳ人形町,日本橋人形町,中央区日本橋人形町１－５－１６,●,●,,,グルメ
4149,UDON－YA　NAKAMARU,日本橋人形町,中央区日本橋人形町１－５－１６海老原ビル１Ｆ,,,●,,グルメ
4150,よし梅芳町亭,日本橋人形町,中央区日本橋人形町１－５－２,,,●,,グルメ
4151,若大将,日本橋人形町,中央区日本橋人形町１－５－２,,,●,,グルメ
4152,人形町　高はし,日本橋人形町,中央区日本橋人形町１－５－２,●,,,●,グルメ
4153,鳥元 人形町一丁目店,日本橋人形町,中央区日本橋人形町１－５－５人形町芳町ビル１Ｆ,●,●,●,●,グルメ
4154,割烹登仙,日本橋人形町,中央区日本橋人形町１－５－５芳町ビル　Ｂ１Ｆ,,,,●,グルメ
4155,三好,日本橋人形町,中央区日本橋人形町１－５－６ナカハタビル１F,,●,●,,グルメ
4156,ATELIERMATCH,日本橋人形町,中央区日本橋人形町１－５－８,,●,●,,グルメ
4157,PANDA GYM,日本橋人形町,中央区日本橋人形町１−５−８北浜ビルB２F,,●,●,,エンタメ
4158,有限会社　大倉織物　東京店,日本橋人形町,中央区日本橋人形町１－６－２安井ビル７Ｆ,●,,,●,ファッション
4159,人形町マルキヨ商店,日本橋人形町,中央区日本橋人形町１－７－６ＨＳビル１０１,●,,,●,グルメ
4160,東京心臓血管・内科クリニック,日本橋人形町,中央区日本橋人形町１－７－７笠原ビルディング３F,●,,,●,病院・クリニック
4161,イル・マーレ ブルー,日本橋人形町,中央区日本橋人形町１－８－２,●,,●,●,グルメ
4162,サロンゴカフェ,日本橋人形町,中央区日本橋人形町１－８－２谷津ビル１F,●,●,●,,グルメ
4163,魚豊　人形町店,日本橋人形町,中央区日本橋人形町１－８－７Ａ＆Ｋ日本橋人形町ビルＢ１Ｆ,,,●,,グルメ
4164,Sunny-s,日本橋人形町,中央区日本橋人形町１−８−９－８０２,●,,●,,グルメ
4165,肴菜や　藤の,日本橋人形町,中央区日本橋人形町１－８－９谷川ビル２F,●,,,●,グルメ
4166,うぽっぽ,日本橋人形町,中央区日本橋人形町１－８－９谷川ビル３F,●,●,●,●,グルメ
4167,FRENCHIES,日本橋人形町,中央区日本橋人形町１－９－２冨士ビル１Ｆ,,,●,●,グルメ
4168,ビーフかつれつ そよいち,日本橋人形町,中央区日本橋人形町１－９－６,●,,●,●,グルメ
4169,連珍タロイモスイーツ専門店,日本橋人形町,中央区日本橋人形町２－１０－１１ＫＹＯＥＰＬＡＺＡ日本橋人形町１Ｆ,,,●,,ショッピング
4170,ラパルタメント　ディ　ナオキ,日本橋人形町,中央区日本橋人形町２－１０－１１ＫＹＯＥＰＬＡＺＡ日本橋人形町４Ｆ,●,,,●,グルメ
4171,甘酒横丁 鳥忠,日本橋人形町,中央区日本橋人形町２－１０－１２,,,●,,ショッピング
4172,獣肉と酒　ぼんくら,日本橋人形町,中央区日本橋人形町２－１０－７ＴＹビル１F,,,●,,グルメ
